brand,city,title,desc,image_count,created_at,price
Nokia,Mashhad,"['گوش', 'نوکیا', 'مدل', 'لومیا', '625']","['صورت', 'درخواست', 'معاوضه', 'میشود']",4,Tuesday 05PM,331515.6105538777
Samsung,Shiraz,"['فروش', 'گوش', 'core2و', 'اکانت', 'کل', '103']","['گوش', 'العاده', 'تمیزه', 'خط', 'خش', 'تشکر', 'دیوار']",4,Thursday 04AM,645570.8005469354
Apple,Isfahan,"['apple', '6s', '64', 'g', 'gray']","['گوش', 'LLA', 'هستش', 'خطو', 'خش', 'NUMهفته', 'کار', 'کرد#کن', 'گارانتیم', 'داره', '7', 'گاردم', 'روشه', 'قیمت', 'خودم', 'NUM', 'تخفیف', 'جزع', 'اونم', 'پای', 'معامله']",2,Friday 07PM,1989835.9116328894
Sony,Shiraz,"['فروش', 'معاوضه', 'sony', 'Z', 'ضدآب']","['سلام', 'گوش', 'Sony', 'z', 'رنگ', 'مشک', 'تمیز', 'مرتب', 'تعمیر', 'دوربین', '13', 'رم2', 'حافظه', '16', 'گیگ', 'برچسب', 'بک', 'کاور', 'کارتون', 'شارژر', 'هندزفری', 'اصل', 'دلیل', 'فروش', 'خریدن', 'گوش', '2سیم', '#هست', 'معاوضه', 'گوش', 'های', '2سیم', 'کارت', 'مدل', 'مشخصات', 'گوشیتون', 'واسم', 'واتس', 'آپ', 'فرستاد#فرست', 'قیمت', 'فروش', '400', 'تومن', 'مقطوع', 'مرسی', 'دیوار', 'یاحق']",3,Wednesday 07PM,515587.5834060851
Apple,Shiraz,"['آیفون', '3']","['سلام', 'عدد', 'آیفون', '3', 'شانزده', 'گیگ', 'رنگ', 'سیلور', 'جهت', 'فروش', 'معاوضه', 'تعمیر', 'نرفته', 'شد#شو', 'فروش', 'معاوضه', 'بلک', 'بری', 'پریو', 'بلک', 'بری', 'پورشه', 'دیزاین', 'نو', '4', 'اس', '2', 'اج', 'تماس', 'واتس', 'اپ', 'تلگرام', 'لطفا', 'تماس', 'گرفت#گیر', 'متشکر']",1,Monday 03PM,1507436.1613353777
HTC,Mashhad,"['htc', 'one', 's']","['گوش', 'تمیز', 'بهتون', 'زنگ', 'میزنه', 'بزارین', 'اسپیکر', 'فک', 'کرد#کن', '7', '8', 'تومن', 'بالا', 'بشه', 'اندروید', '4', '3G', 'رم', '1', 'حافظه', 'داخل', '16', 'مموری', 'ساپورت', 'نمیکنه', 'تلگرام', 'پاسخگو', '#هست', 'قیمتاتونم', 'بگین']",2,Tuesday 02PM,512096.46150262933
Sony,Tehran,['خریدارسونی'],"['بردسوخته', 'یاخراب', 'تاچ', 'السیدی', 'سالمو', 'تمیز', 'باشه', 'باکارتن']",1,Thursday 12AM,332863.11953621835
Nokia,Tehran,"['Nokia', '6610']","['تمیز', 'سالم']",2,Monday 09PM,423704.9024263395
Nokia,Tehran,"['نوکیاN', '72']","['سفید', 'سالم', 'سالم', 'باتری', 'توضیح', 'دیگه', 'ای', 'نداره', 'خریدار', 'میام', 'ممنون', 'دیوار']",2,Sunday 06AM,338847.8821638064
Samsung,Tehran,"['سامسونگ', 'wave', '2']","['سامسونگ', 'wave2', 'توافق', 'اس', 'ام', 'اس', 'پاسخگو', '#هست']",4,Friday 12AM,469051.3795449504
Huawei,Kermanshah,"['فروش', 'گوش', 'هواوی']","['فروش', 'گوش', 'جی', '730', 'تمیز', 'باتمام', 'وسایل', 'همراه', 'گارد', 'کارتون', 'سالم']",2,Tuesday 09AM,254719.72557996452
Samsung,Karaj,"['سامسونگ', 's3']","['گوش', 'سالمیه', 'از', 'خسته', 'شد#شو', 'قاب', 'داره', 'رایگانه', 'مدل', 'تر', 'میزنم', 'قیمت', 'پیشنهاد', 'اس']",1,Tuesday 09AM,336357.5450802711
Nokia,Mashhad,"['گوش', 'نوکیا', 'N', '70', 'کار']","['5', 'گوش', 'بلا', 'استفاده', 'خاموشه', 'اصطلاحا', 'خوابه', 'همراه', 'جعبه', 'قاب', 'اضافه', 'متعلقات', 'توضیحات', 'گوش', 'پایین', 'بخونید', 'نمایشگر2', '1', 'اینچ', 'تی', 'اف', 'تی', '262', '144', 'رنگ', '208', '176', 'پیکسل', 'دوربین', '2', 'مگاپیکسل', '1200', '1600', 'پیکسل', 'فلاش', 'ال', 'ئی', 'دی', 'دوربین', 'جی', 'ای', 'مکالمهتصویری', 'سیستم', 'عامل', 'سیمبیان', '8', '1', 'سری', '60', 'ویرایش', 'پردازنده', 'TI', 'OMAP', 'NUMMHz', 'حافظه', 'داخل', '22', 'مگابایت', 'شبکه', 'ها', '2G', '3G', 'بلوتوث', 'یواس', 'با', 'یBL', '5C', '970', 'میلی', 'آمپرساعت', 'ابعاد', '21', '8', '53', '108', '8', 'میلی', 'وزن', '126', 'گرم']",1,Tuesday 07PM,292822.24733104394
Nokia,Shiraz,"['نوکیا', 'N', '70']","['گوش', 'نوکیا', 'N', '70', 'اصل', 'سالم', 'همراه', 'شارزر', 'لطفا', 'خرید', 'اس', 'بدید', 'ممنون', 'ممنون', 'سایت', 'دیوار', 'اگهی', 'تکرار']",3,Thursday 04AM,163415.71940263893
Samsung,Qom,"['جی3', 'فورجی', '2016', 'اکه', 'اک']","['گوش', 'اکه', 'اک', 'اندازه', 'تست', 'استفاده', 'همراه', 'گلس', 'گارانتی', 'قیمت', 'هاتون', 'پیامک', 'کنین', 'بالا', 'قیمت', 'فروخته', 'میشود']",0,Friday 07AM,834998.2281588108
ZTE,Isfahan,"['لول', '123']","['باسلام', 'فروش', 'یامعاوضه', 'باگوشی', 'مدل', 'توافق', 'سرمیدم', 'یامیگیرم', 'ازعکس', 'ها', 'چی', 'مشخصه', 'بازی', 'سخت', 'گذرونده', 'منظور', 'دیواراشه', 'لول', 'آخره', 'کینگ', 'وکوئین', 'لول', 'دلیل', 'فروش', 'بخاطرشرایط', 'کاریمه', 'نمیتونم', 'بازی', 'دیگه']",3,Wednesday 05PM,391055.2295653084
Huawei,Mashhad,"['g', '730', 'درحدآک']","['گوش', 'g', '730', 'گوش', 'g', '730', 'سفید', 'آک', '90', 'خوابیده', 'هندزفریش', 'استفاده', 'شد#شو', 'شارژر', 'آکه', 'بانو', 'فرق', 'نمیکنه', 'گلس', 'قاب', 'ژله', 'ایی', 'نو', 'قیمت', '380', 'ت', 'مهلت', 'تست']",1,Saturday 09PM,425135.5317581484
Apple,Ahvaz,"['ایفون3اس', '35', 'گیگ']","['فروش', 'گوش', 'درحد', 'اک', 'میباشد']",0,Wednesday 09AM,1588410.578119176
Apple,Tehran,"['گوش', 'اپل', 'آیفون', '4', 'اس', '67', 'گیگ', 'Iphone', '5S', '32']","['گوش', 'تمیزه', 'تو', 'عکس', 'هستش', 'سالم', 'هستش', 'وسایل', 'جعبه', 'داره', '6', 'قاب', 'داشت#دار', 'میدم', 'لطفا', 'تلگرام', 'مسیج', 'بدین', 'ممنون', 'LLA', 'هستش']",5,Saturday 05PM,680564.0157962454
Apple,Mashhad,"['انواع', 'مدل', 'های', 'ایفون', 'موجوده']","['مدل', 'مد', 'نظرتونو', 'تلگرام', 'فرستاد#فرست', 'قیمتو', 'میگ', 'خدمتتون', 'اگه', 'خواست#خواه', 'خدم', 'لطفا', 'خریدار', 'واقعی', 'ام', 'داد#ده', 'تشکر', 'دیوار']",0,Monday 08PM,883614.3865548304
Apple,Tehran,"['iphone', '7', 'plus', 'NUMGig', 'jetblack']","['آیفون', '2', 'پلاس', '871', 'گیگ', 'رنگ', 'جت', 'بلک', 'LLA', 'اکبند']",1,Wednesday 03AM,1836258.4877711476
Apple,Tehran,"['فروش', '3اس', 'معاوضه', 'اس', 'اى']","['6s', 'تمیز', 'مشابه', 'آک', 'کوچک', 'نقطه', 'خش', 'رزگلد', '35', 'گیگ', 'اس', 'اى', 'معاوضه', 'میکنم']",0,Thursday 08AM,1756968.5303498725
Samsung,Shiraz,"['گوش', 'استار2پلاس']","['العاده', 'تمیز', 'مرتب', 'چی', 'سالم', 'کارتون', 'اندروید', 'تماس', 'لطفا']",0,Monday 07AM,336116.36018879863
Huawei,Isfahan,"['گوش', 'سیمکارته', 'huawei', 'g', '525']","['لمس', 'دوسیمکارته', 'دوربین', '5', 'اندروید', '4', '1', '2', 'قیمت', 'های', 'پیشنهاد', 'تماس', 'گرفت#گیر']",1,Wednesday 09AM,183932.20407175986
HTC,Ahvaz,"['گوش', 'htcمدل', '516']","['گوش', 'htc', 'مدل', '516', 'دوسیم', 'کارت', 'داشت#دار', 'میخوام', 'فروخت#فروش', 'شارژر', 'داره', 'چیشم', 'سالمه', 'قاب', 'نداره', 'مشتری', 'واقعی', 'تماس', 'بگیره', 'حتما', 'بگه', 'دیوارآگهیتونو', 'دید#بین']",3,Wednesday 09AM,419719.70222186047
Apple,Isfahan,"['ایفون3اس', 'پلاس', '35']","['سلام', 'گوش', 'ایفون', '3اس', 'پلاس', '35', 'گیگ', 'گر', 'زدگی', 'کوچیک', 'داره', 'چشم', 'ی', 'گلس', 'نانو', 'داره', 'مدت3ماه', 'گارانتی', 'داره', '6عدد', 'گارد', 'داره', 'برنامه', 'های', 'پول', 'اپل', 'استور', 'دانلود', 'رایگان', 'اختیار', 'مشتری', 'قرار', 'میدم', 'اوکی', '#هست', 'دلیل', 'فروش', 'تنوع', 'ممنون', 'سایت', 'دیوار']",0,Wednesday 06AM,1966807.5787510127
HTC,Ahvaz,"['اچ', 'تی', 'a9']","['گوش', 'دوماه', 'کارکرده', '16', 'گیگ', 'رنگ', 'مشک', 'درحداک', 'اک', 'همراه', 'گاردوگلس', 'ازروزاول', 'تماس']",0,Saturday 03PM,747759.7435963817
Apple,Tehran,"['6', 'plus', '64', 'GB']","['سالم', 'گلد', 'LLA', 'قیمت', '1850']",0,Tuesday 12AM,1822432.0978596348
Lenovo,Tehran,"['هواوی', '7']","['سالم', 'معاوضه', 'داشت#دار', 'سفید', 'خطو', 'خش', 'یه', 'خط', 'پیداکردین', 'رایگان', 'میدم', 'برچسب', 'گوش', 'شد#شو', '16', 'گیگ', '4', 'جی', 'دوربین', '13', 'مگا', 'پیکسل', '4هسته', 'ایی', 'اندروید', '4', '4', '2', 'رم', '2', 'گیگ']",0,Monday 12PM,530302.8706698222
Apple,Tehran,"['آیفون', '5', 'لاک', 'آیکلود']","['یه', 'آیفون', '5', 'لاک', 'آیکلود', 'خاله', 'ام', 'آلمان', 'برام', 'آورده', 'مال', 'پسر', 'خاله', 'ام', 'اکانت', 'اپل', 'آی', 'دی', 'یاد', 'رفته', 'قفل', 'آی', 'کلود', 'مونده', '16', 'گیگ', 'خط', 'خش', 'همرا', 'قاب', 'آیفیس', 'شارژر', 'هندسفری', 'فرستاد#فرست', 'برام']",3,Friday 03PM,632733.8791402964
HTC,Mashhad,"['Desire', 's', 'برد', 'مشکل', 'داره']","['تاچ', 'ال', 'دی', 'بقیه', 'اجزا', 'سالم']",1,Tuesday 09PM,170601.41710264332
ZTE,Mashhad,['فروشی'],"['هوا', 'نوخریدم', 'تاالان', 'دودفعه', 'زد#زن', 'شارژ', 'htcone', 'کارکرده', 'تمیز']",4,Wednesday 12AM,406585.48144469113
Huawei,Tehran,"['honor', '4', 'c']","['گوش', 'درحد', 'نو', 'cpu', 'هشت', 'هسته', 'ایی', 'هشت', 'گیگ', 'حافظه', 'داخل', 'نسخه', 'اندروید', 'NUMمیباشد', 'دوربین', '13', 'مگاپیکسل', '5', 'مگاپیکسل', 'جلو', 'ارتقا', 'مموری', 'کارت', '32', 'گیگابایت', 'میباشد', 'قاب', 'ضد', 'ضربه', 'گلس', 'ضد', 'خش', 'میباشد', 'وسایل', 'جانبی', 'هندزفری', 'شارژر', 'صورت', 'نو', 'آکبند', 'میباشد', 'باتشکر', 'دیوار']",2,Tuesday 08PM,729316.416747681
Samsung,Tehran,"['سامسونگgalaxys6', 'سیم', 'تمیز']","['گوش', 'تمیز', 'وسایل', 'معاوضه', 'ایفون5s', 'یا5se', 'داشت#دار', 'نقد', 'تقدیمتون', 'میکنم', 'NUMممنون', 'دیوار']",2,Sunday 02PM,576137.3469505947
Samsung,Mashhad,"['نو', '4', 'اک', 'معاوضه']","['سلام', 'نو', 'فور', 'اک', 'فورجی', 'پلاس', 'خط', 'خش', 'یه', 'سرسوزن', 'رنگ', 'مشک', 'دوماه', 'کار', 'ازاول', 'باگاردوگلس', 'بجا', 'اک', 'میشه', 'فروخت#فروش', 'فورجی', 'پلاس', '32', 'گیگابایت', 'رم', '3', 'گیگابایت', 'هشت', 'هسته', 'ای', 'معاوضه', 'نو', '4ایج', 'فورجی', 'اس', '6', 'ایج', 'فورجی', 'اس', '5', 'فایل', 'دوسیم', 'فورجی', 'لطفا', 'تمیز', 'خطوخش', 'باشه', 'ضمانت', 'هفته', 'ای', 'میدم', 'وهمینطور', 'متقابل', 'ناظر', 'گرامی', 'عزیز', 'آگهی', 'تکرار', 'ممنون', 'لطف', 'یاعلی']",2,Sunday 01PM,1151652.11579976
Apple,Tehran,"['فروش', 'انواع', 'گوش', 'اپل', 'سامسونگ', 'هواوی', 'غیره']","['خرید', 'فروش', 'انواع', 'گوش', 'نو', 'کارکرده', 'قیمت']",0,Friday 10PM,1195541.1977628034
Apple,Karaj,"['گوش', 'موبایل', 'ایفون', '6اس', '64', 'GB']","['باسلام', 'گوش', 'عروسکه', 'دوبی', 'اومده', '20', 'روزه', 'استفاده', 'LLA', '64', 'GB', 'کمترین', 'خط', 'خش', 'نوعه', 'نو', 'مشکل', 'گوش', 'نو', 'برق', 'میزنه', 'دلیل', 'فروش', 'خرید', 'مدل', 'جدیدشه', 'قاب', 'نیومده', 'همراه', 'یه', 'قاب', 'اصل', 'اپل', 'همراه', 'گلس', 'محافظ', 'لنز', 'وسایل', 'نوعه', 'تعویض', 'نمیکنم', 'خریدار']",5,Wednesday 02PM,1609751.524459152
Apple,Tehran,"['Iphone5se', '64', 'gig']","['گوشى', 'تمیز', 'نو', 'تمامى', 'لوازم', 'رنگgray']",2,Sunday 11AM,1841226.557353131
Apple,Tehran,"['انواع', 'گوش', 'موبایل', 'نقد', 'اقساط']","['گوش', 'اصل', 'قیمت', 'وام', 'خط', '0912']",0,Sunday 01PM,1067794.6788476096
Samsung,Mashhad,"['سامسونگ', 's6']","['قیمت', 'توافق', 'گوش', 'نو']",1,Sunday 04PM,1131650.9218270422
Huawei,Karaj,"['هواوی', 'وای', '530']","['هواوی', 'وای', '530', 'اک', 'روز', 'گلس', 'خط', 'خش', 'تک', 'سیم', 'کارتون', 'لوازم']",4,Friday 05PM,430944.89141418005
HTC,Karaj,"['گوش', 'اچ', 'تی', 'evo', '3d']","['گوش', 'اچ', 'تی', 'بعد', 'عکس', 'فیلم', 'بعد', 'میگیره', 'عینک', 'بعد', 'نشون', 'میده', 'گوش', 'سالم', 'حالت', 'خاموش', 'باطری', 'شارژ', 'نمیشه', 'بابت', 'تعمیرگاه', 'نبردمش', 'ببینم', 'مشکل', 'چیه', 'مشکل', 'چیش', 'سالمه', 'شرط', 'میدم', 'قیمت', 'پیشنهادیتونو', 'پیامک']",3,Sunday 05PM,137845.27145373294
Samsung,Isfahan,"['samsung', 's3']","['فروش', 'معاوضه', 'گوش', 'سالمه', 'پشت', 'طرح', 'کربن', 'پیشنهاد', 'قیمتو', 'داخل', 'تلگرام', 'تماس', 'گرفت#گیر', 'اس', 'ام', 'اس', 'پاسخگو', '#هست', 'تشکر']",0,Tuesday 10AM,445721.007649646
Sony,Qom,"['گوش', 'سون', 'z3', 'معاوضه', 'ای']","['سونیz3', 'سالم', 'خش', 'لیبل', 'محافظ', 'فور', 'جی', '#هست', 'NUM', 'معاوضه', 'ابزار', 'برق', 'لوازم', 'اداری']",3,Friday 01AM,402238.94222201884
Sony,Tehran,"['گوش', 'سون', 'z3']","['گوش', 'سیمکارته', '4G', 'کارتون', 'شارژر', 'قاب', 'اضافی', 'NUM']",2,Friday 07PM,334146.71500176535
Apple,Ahvaz,"['خریدار', 'ایفون', '6s', 'مشک', '16', 'gig']","['سلام', 'خریدار', 'آیفون', '6s', '16', 'gig', '#هست', 'رنگ', 'مشک', 'لطفا', 'قیمت', 'واسم', 'بفرستین', 'گوش', 'تمیز', 'خط', 'خش', 'باشه']",0,Saturday 01AM,1984518.2661814445
Apple,Ahvaz,"['گوش', 'موبایل', 'اپل', '4s']","['گوش', 'اپل', '4s', 'هستش', 'خونگی', 'اپل', 'ای', 'دی', 'خط', 'خش', 'تمیزه', 'جعبه', 'شارژر', 'داره', 'ضد', 'ضربه', 'مقاومه', 'انصافا', 'گوش', 'خوبیه', 'دستگاه', 'نوشته', 'ایسانس', 'کالیفرنیا']",2,Saturday 08AM,471068.2581551821
Apple,Qom,"['فروش', 'ایفون', '7', '7']","['باسلام', 'قیمت_آیفون', 'قیمت', 'بازار', 'قیمت', 'ها', 'متغیر', 'میباشد', 'قیمت', 'روز', 'تماس', 'گرفت#گیر', 'iPhone', '7', '32', '2880', 'Black', '2900', 'Silver', '2900', 'Gold', '2850', 'Rose', 'Gold', '128', '3350', 'Jet', 'Black', '3150', 'Black', '3100', 'Silver', '3100', 'Gold', '3100', 'Rose', 'Gold', '256', '3500', 'Jet', 'Black', '3450', 'Black', '3400', 'Silver', '3450', 'Gold', '3400', 'Rose', 'Gold', 'iPhone7', 'Plus', '32', '3650', 'Black', '3500', 'Silver', '3550', 'Gold', '3550', 'Rose', 'Gold', '128', '4500', 'Jet', 'Black', '4400', 'Black', '4100', 'Silver', '4100', 'Gold', '4100', 'RoseGold', '256', '4850', 'Jet', 'Black', '4700', 'Black', '4450', 'Silver', '4400', 'Gold', '4400', 'RoseGold']",1,Saturday 05PM,1132578.1071402065
Lenovo,Isfahan,"['گوش', 'موبایل', 'هواوی', 'p8لایت']","['گوش', 'موبایل', 'هواوی', 'p8لایت', 'نو', 'نو', 'اک', 'تخفیف', 'نیس', 'کار', 'میکنه', 'هندزفیری', 'هاش', 'نو', 'ی', 'کابر', 'ژله', 'ای']",0,Saturday 10PM,562433.6997824481
Sony,Tehran,"['سون', 'Z5', 'Premium', 'حتما', 'بخون']","['سلام', 'گوش', 'نو', 'تمیز', 'گارانتی', 'سریر', 'نو', 'فرق', 'نداره', 'گل', 'نشکن', 'داره', 'رنگ', 'کروم', 'زیبا', 'رنگشه', 'گوش', 'صفحه', 'نمایش', '4K', 'دوربین', '23', 'اگه', 'من', 'گرفت#گیر', 'حتما', 'امتحان', 'عااالیه', 'عکس', 'تلگرام', 'میفرستم', 'فروشی', 'معاوضه', 'S7', 'Edge', 'Iphone', '6', 'گوشیتون', 'تمیز', 'باشه', 'قیمت', 'فروش', '1250', 'معاوضه', '1350', 'الان', 'نو', 'اصل', 'باشه', 'رفرش', 'نباشه', 'رنگ', 'کروم', 'گارانتی', '1700', '#هست', 'پایین', 'تر', 'اصلا', 'پیشنهاد', 'دید#بین', 'لطفا', 'لطفا', 'پیامک', 'تلگرام', 'خریدار', 'واقعی', 'تخفیف', 'میدم', 'پای', 'معامله']",2,Wednesday 02PM,755545.0352737596
Apple,Tehran,"['آیفون', '8']","['آیفون', '8', 'اصل', 'کالیفرنیا', 'داداشم', 'نیویورک', 'فرستاده', '32', 'گیگ', 'حافظه', 'داخل']",2,Friday 11PM,763455.0946920019
Sony,Karaj,"['گوش', 'سون', 'زد#زن', 'وان']","['گوش', 'ال', 'سید', 'شکسته', 'قاب', 'کج', 'همچیش', 'استفاده']",0,Saturday 08PM,338814.6306055571
Samsung,Tehran,"['سامسونگ', 'نو', '5', 'اکبند']","['سلام', 'سامسونگ', 'نو', '5', 'سیم', 'روزگلد', '32', 'گیگ', 'اکبند', 'گارانتی', 'ترین', 'پیشنهاد', 'میفروشم']",0,Sunday 09PM,1995825.401865163
Samsung,Ahvaz,['تماس'],"['تماس', 'NUM', 'معاوضه', 'میکنم']",2,Tuesday 01AM,506296.80988703814
Apple,Qom,"['Apple', 'iphone', '6s', 'plus', '64', 'gb']","['آیفون', 'نونو', 'رنگ', 'خاکسترى', 'فروش', 'فورى', 'دلیل', 'خرید', 'آیفون', '2', 'مشترى', 'تخفیف', 'خوبى', 'میدم']",0,Tuesday 04AM,2114485.3001265465
Nokia,Isfahan,"['نوکیا', '1100']","['سلام', 'گوش', 'از', 'استفاده', 'کوچک', 'مشکل']",1,Tuesday 04PM,104554.20347076365
Huawei,Qom,"['گوش', 'سفید', 'مدلY', '560', 'U', '02']","['گوش', 'کارخیلی', 'تمیزدرحدنوباگارانتی']",1,Wednesday 07PM,324387.1775245777
Huawei,Ahvaz,"['معاوضه', 'گوش', 'هواوی', '630']","['سلام', 'گوش', 'هواوی', '730', 'همینطور', 'عکسا', 'میبنید', 'گوش', 'نو', 'وسالمه', 'مشکل', 'نداره', 'از', 'راضیم', 'گوشیو', '5ماه', 'گرفت#گیر', 'الان', 'قصد', 'معاوضه', 'گوش', 'هواوی', '630', 'داشت#دار', 'سر', 'گوشیتون', 'میگرم', 'برا', 'فروش', '350', '#هست', 'تلگرام', 'وات', 'وتماس', 'جواب', 'میدم']",2,Saturday 09AM,503136.8976860239
Apple,Tehran,"['ایفون', '5c', 'صورت']","['ایفون', '4سی', '5c', 'تمیز', 'مشک', 'صورت']",0,Sunday 08PM,1062684.766301695
Samsung,Tehran,"['samsung', 'galaxy', 's7']","['گوش', 'صحیح', 'سالم', 'کارتون', 'فست', 'شارژ', 'کاور', 'گوش', 'بیمه', 'گوش']",0,Saturday 02AM,1103505.27024918
Huawei,Mashhad,"['گوش', 'هواوی', 'g', '730']","['گوش', 'هواوی', 'g', '730', 'سالم', 'تمیز', 'سیم', 'کارته', 'شرط', 'قیمت', 'قیمت', '699']",1,Sunday 09AM,270554.7939907909
Samsung,Mashhad,"['گوش', 'S2', 'پلاس', 'معیوب']","['تاچ', 'ال', 'دی', 'قاب', 'سالم', 'باتری', 'سالم', 'برد', 'سوخته', 'NUM', 'تماس', 'لطفا']",4,Thursday 11AM,345278.1086191229
Nokia,Tehran,['8800'],"['سلام', 'گوش', 'تمیز', 'لوازم', 'تکمیل']",1,Saturday 04PM,396554.3921727798
Nokia,Kermanshah,"['نوکیااصل', '8گیگ', 'RM', '430']","['تمیز', 'نو', 'نو', 'دوربین', 'جلو', 'وعقب']",4,Friday 05PM,324149.92664988
Huawei,Mashhad,"['هواوی', 'p6']","['گوش', 'خاموش', 'برد#بر', 'تعمیر', 'کنمش', 'هاردش', 'سوخته', 'قسمت', 'های', 'دیگ', 'سالمه', 'تاچ']",3,Monday 12PM,149239.03656650957
Apple,Tehran,"['آیفون', '4', 'درحد']","['شانزده', 'گیگ', '385', 'هزارتومن', 'البت', 'یه', 'تخفیف', 'کوچولو', 'داره', 'اطلاعات', 'تلگرام', 'اس', 'ام', 'اس', 'تماس', 'گرفت#گیر', 'اگر', 'گرفت#گیر', 'پاسخگو', '#هست']",1,Wednesday 02AM,513050.7286034931
Lenovo,Isfahan,"['هوآی', '630']","['گوش', 'سالم', 'خرج', 'نداره']",0,Monday 01PM,314504.9296461584
Apple,Tehran,"['آیفون', '5سفید', '64']",['هندزفری'],1,Saturday 10PM,1588910.9872347482
Huawei,Ahvaz,"['گوش', 'موبایل', 'هواوی', 'y', '560']","['گوش', 'موبایل', 'هواوی', 'y', '560', 'هستش', 'دست', 'بابا', 'با', 'زنگ', 'میزده', 'تمیز', 'همچیش', 'سالم', 'بابت', 'قیمت', 'یه', 'تخفیف', 'جزئی', 'داره']",2,Friday 09PM,83851.20210988674
Huawei,Tehran,"['گوش', 'مدل', 'G', '730']","['گوش', 'سالم', 'همراه', 'قاب', 'ودو', 'باتری', 'اصل', 'لوازم']",1,Friday 10PM,206738.9644228739
Sony,Tehran,"['xperia', 'm', 'سیم', 'کارت']","['گوش', 'سالم', 'کوچک', 'ایراد', 'دکمه', 'ی', 'ولومش', 'افتاده', 'درب', 'پشت', 'علائدین', '10', 'تومن', 'میفروشه', 'قیمت', 'توافق']",0,Thursday 03PM,395056.28496956715
Apple,Tehran,"['آیفون', '4s', 'جهت', 'معاوضه']","['گوش', 'تمیز', 'معاوضه', '5s', 'تمیز']",3,Friday 04PM,536437.5775946811
Lenovo,Karaj,"['گوش', 'p6معاوضه', 'باg7']","['گوش', 'سالم', 'ازهمه', 'رنگ', 'مشک', 'باتمام', 'لوازم', 'کارتن', 'دنبال', 'گوش', 'دوسیم', 'کار', 'معاوضه', 'باسامسونگg5', 'یاg7الباقی', 'شم', 'پرداخت', 'میشه', 'باتشکر', 'ازسایت', 'دیوار']",0,Friday 09PM,302546.8918058068
Apple,Isfahan,"['iPhone', '5s', '6s', '6s', 'plus']","['گوش', 'های', 'بدونه', 'خطو', 'خش', 'اصل', 'هستن', 'قیمت', 'زنگ', 'زد#زن', 'لطفا', 'خریدار', 'زنگ', 'بزنه', 'قیمت', 'خوبه']",4,Friday 07PM,1886569.7885373195
Samsung,Tehran,"['samsung', 'galaxy', 's7', 'edge', 'silver', 'گارانتی']","['گوش', 'کارکرده', 'سلامت', 'تضمین', '100', 'میکنم', 'کوچک', 'خط', 'خش', 'ضربه', 'ای', 'سالمه', 'سالم', 'اکبند', 'برچسب', 'انداخت#انداز', 'اگه', 'کارد', 'خط', 'بیفته', 'خودشو', 'ترمیم', 'میکنه', 'قاب', 'داره', 'تقدیم', 'میکنم', 'تشکر', 'دیوار']",5,Sunday 10AM,1880018.9080061216
Huawei,Tehran,"['هواوی', 'y', '325']","['سالم', 'شیک', 'اجرا', 'برنامه', 'های', 'انلاین', 'اندروید']",2,Monday 05PM,96997.94359819843
Samsung,Tehran,"['galaxy', 'S6', '32', 'gig']","['گوش', 'نو', 'میباشد', 'رنگ', 'سورمه', 'ای', '32', 'گیگ', 'گارانتی', 'لوازم', 'تکمیل', 'کاور', 'ضد', 'خش', 'هندزفری', 'پلمپ', 'قیمت', 'توافق', 'خریدار', 'واقعی', 'میام']",2,Tuesday 10PM,1642711.7582449294
Huawei,Mashhad,"['هواوی', '3C', 'لا']","['سلام', 'رنگ', 'مشک', 'سیم', 'کارت', '3G', 'حافظه', '16', 'گیگ', 'گارد', 'iface', 'تاچ', 'یه', 'ترک', 'داره', 'سالمه', 'کار', 'میکنه', 'معاوضه', 'تعویض']",0,Friday 05PM,393840.491185871
HTC,Tehran,"['استسنایی', 'اچ', 'تی', 'دیزایر', '500', 'سالم']","['گوش', 'سالم', 'لوازم', 'اکبند', 'قیمت', 'پیشنهاد', 'بدین', 'سالم', 'گوش', 'خوش', 'دستیه', 'دوربین', 'العاده', 'NUM']",3,Sunday 03AM,305289.11237503245
Samsung,Isfahan,"['Samsung', 'J1']","['سفید', 'سالم', 'دوسیم']",0,Sunday 10AM,455149.12670289265
Lenovo,Tehran,"['گوش', 'هواویG6']","['گوش', 'نو', 'خط', 'خش', 'وبا', 'قاب', 'گوش', 'سالم']",3,Wednesday 05PM,489703.06219493464
Apple,Ahvaz,"['گوش', 'ایفون', '3', 'گلد']","['فروش', 'گوش', 'ایفون', '3', 'گلد', '83', 'گیگ', 'سری', '3', 'خریدمش', 'آپدیتشم', 'گوش', 'مشکل', 'نداره', '75', 'ساعت', 'مهلت', 'تست', 'میدم', 'هندزفری', 'هاش', 'پلمه']",1,Wednesday 10PM,1322911.595629461
HTC,Ahvaz,"['اپل', 'اچ', 'تی']","['فروش', 'انواع', 'موبایل', 'خرید', 'کارکرده', 'نقد', 'فروش', 'نو', 'اقساط', 'چک', 'کارمند', 'تلفن', 'NUM']",1,Sunday 08AM,639980.8870443464
Samsung,Mashhad,"['سامسونگ', 'ایفون']","['سامسونگj7', '2016', 'رنگ', 'رزگلددرحداک4gودوسیم', 'کارت', 'ایفون4s', '16', 'gسفیدوتمیز', 'معاوضه', 'باال', 'جی', 'جی5دوسیم', 'فول', 'پک', 'یاشیائومی', 'می5یاشیائومی', 'می5پلاس']",0,Friday 12AM,696095.515367119
